"Snake_ID";"Trap_ID";"Locality";"X";"Y";"Inv_situation";"Capture_day";"Test_day";"Acc_time";"Hour manip.";"Hour accl.";"Hour test";"Time_head_out_sec_raw";"Time_body_out_sec_raw";"Temperature";"R_H";"Weather";"Arena";"Official";"Repeatability";"Tracking";"Year_invasion";"Distance_Noahs";"SVL";"Weight";"Sex";"Hard_Drive";"ID";"time_central_area";"time_intermediate_area";"time_refuge_area_1";"time_refuge_area_2";"time_initial_refuge";"time_distant_wall";"time_lateral_1";"time_lateral_2";"time_hidden_bf_head_out";"total_time_hidden";"time_entrance";"time_hole_1";"time_hole_2";"time_hole_3";"time_hole_4";"mean_dist_refuge";"mean_dist_closest_refuge";"beh_moving";"beh_exploring_wall";"beh_immobile_exposed";"beh_head-out";"beh_hiding-head-out";"beh_head-out_after_body_out";"avg_speed";"avg_speed_exploring";"total_dist_travelled";"dist_travelled_exploring";"dist_trav_5min_body_out";"dist_trav_10min_body_out";"dist_trav_15min_body_out"
14675;425;"Pla de Sant Mateu";359867;4322556;"FRONT";"2023-06-12";"2023-06-15";"3";1899-12-31 17:13:00;1899-12-31 17:24:00;1899-12-31 17:29:00;3000;3000;29,8;41,9;"Sunny, Windy (0%)";"C";"Y";"Y";"Y";2019,83690999999;9855,41724091346;NA;NA;NA;2;14675;0;0;0;0;0;0;0;0;3000;3000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14673;424;"Pla de Sant Mateu";359894;4322444;"FRONT";"2023-06-12";"2023-06-15";"3";1899-12-31 17:13:00;1899-12-31 17:24:00;1899-12-31 17:29:00;519;720;29,8;41,9;"Sunny, Windy (0%)";"D";"Y";"Y";"Y";2019,83690999999;9855,41724091346;NA;NA;NA;2;14673;17;216;171;498;368;312;210;424;519;784;368;191;419;728;510;1,05519824982401;0,300055802820397;1314;237;221;433;11;266;0,0396856551743333;0,0807750549596651;119,056965523;106,138422217;13,37032774;30,293296328;40,170302651
11417;2237;"Can Fran";359009;4308267;"FRONT";"2023-06-15";"2023-06-16";"1";1899-12-31 15:22:00;1899-12-31 15:34:00;1899-12-31 15:39:00;1287;1943;32,3;43,5;"Sunny (5%)";"A";"Y";"N";"Y";2022,61902;14547,1041649077;NA;NA;NA;2;11417;3;22;51;76;850;106;272;233;1287;1387;777;259;154;209;214;1,00823806048407;0,229436890479851;781;177;24;628;3;0;0,036224344478;0,127481813880922;108,673033434;99,563296641;29,381515478;61,037862228;92,529795609
14672;422;"Pla de Sant Mateu";359930;4322215;"FRONT";"2023-06-12";"2023-06-16";"4";1899-12-31 15:22:00;1899-12-31 15:34:00;1899-12-31 15:39:00;552;773;32,3;43,5;"Sunny (5%)";"B";"Y";"Y";"Y";2018,9126;9762,15712070234;NA;NA;NA;2;14672;9;75;144;152;460;404;574;333;552;849;419;273;704;568;187;1,13536323352766;0,346487210109251;1164;514;166;296;11;101;0,04009430687;0,0807982224527491;120,28292061;94,049130935;24,05669496;37,117964163;54,367380646
202311;NA;"Ses Feixes";365252;4309046;"FRONT";"2023-06-13";"2023-06-16";"3";1899-12-31 15:22:00;1899-12-31 15:34:00;1899-12-31 15:39:00;3000;3000;32,3;43,5;"Sunny (5%)";"C";"Y";"Y";"Y";2021,11132999999;10453,5197475435;NA;NA;NA;2;202311;0;0;0;0;0;0;0;0;3000;3000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11418;2237;"Can Fran";359009;4308267;"FRONT";"2023-06-15";"2023-06-16";"1";1899-12-31 15:22:00;1899-12-31 15:34:00;1899-12-31 15:39:00;568;1154;32,3;43,5;"Sunny (5%)";"D";"Y";"N";"Y";2022,61902;14547,1041649077;NA;NA;NA;2;11418;28;104;117;196;1059;197;343;304;568;652;903;283;378;371;413;1,02438235232164;0,265008356905877;1493;237;39;577;2;40;0,0670946101116667;0,123170751046885;201,283830335;183,893931313;28,326910864;62,087398558;95,013650626
11416;2235;"Can Fran";359443;4308268;"FRONT";"2023-06-15";"2023-06-16";"1";1899-12-31 17:19:00;1899-12-31 17:30:00;1899-12-31 17:35:00;1011;1543;30,8;43,9;"Sunny (0%)";"A";"Y";"N";"Y";2021,58191;14204,4541177396;NA;NA;NA;2;11416;15;59;56;60;643;109;250;230;1011;1578;608;203;203;225;183;1,0277637364699;0,257460499272152;815;177;17;407;6;265;0,0284702540854;0,0938312567510429;85,4107622562;76,4724742521;1,0950472179;24,5105144233;46,5057401888
202310;NA;"Ses Feixes";365252;4309046;"FRONT";"2023-06-13";"2023-06-16";"3";1899-12-31 17:19:00;1899-12-31 17:30:00;1899-12-31 17:35:00;208;462;30,8;43,9;"Sunny (0%)";"B";"Y";"Y";"Y";2021,11132999999;10453,5197475435;NA;NA;NA;2;202310;22;109;137;192;755;215;490;714;208;366;628;462;409;600;535;1,10810088508398;0,33001373768451;1389;665;214;348;18;102;0,0595094838029;0,102403544522966;178,5284514087;142,2385233424;26,9233680485;52,376881969;78,1632026851
11419;2240;"Can Fran";358394;4308375;"FRONT";"2023-06-15";"2023-06-16";"1";1899-12-31 17:19:00;1899-12-31 17:30:00;1899-12-31 17:35:00;3000;3000;30,8;43,9;"Sunny (0%)";"C";"Y";"N";"Y";2023,87536999999;14724,035822159;NA;NA;NA;2;11419;0;0;0;0;0;0;0;0;3000;3000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11415;2234;"Can Fran";359685;4308156;"FRONT";"2023-06-15";"2023-06-16";"1";1899-12-31 17:19:00;1899-12-31 17:30:00;1899-12-31 17:35:00;2116;3000;30,8;43,9;"Sunny (0%)";"D";"Y";"N";"Y";2021,5343;14036,6736638381;NA;NA;NA;2;11415;0;0;0;0;388;0;0;0;2116;2612;388;0;0;0;0;0,85669528364433;0,0279363200257732;0;0;0;388;0;0;2,2021893988e-05;0;0,066065681964;0;0;0;0
11417;2237;"Can Fran";359009;4308267;"FRONT";"2023-06-15";"2023-06-17";"2";1899-12-31 12:47:00;1899-12-31 12:57:00;1899-12-31 13:02:00;302;558;31,5;37,1;"Sunny (0%)";"A";"Y";"Y";"Y";2022,61902;14547,1041649077;NA;NA;NA;2;11417;21;202;181;406;665;155;341;358;302;671;608;251;470;606;394;1,01079829483315;0,253318620671104;1246;238;242;601;2;359;0,051901830622;0,11401698324077;155,705491866;142,065161118;35,947439122;64,21761419;86,913658161
12070;8;"Sant Carles";375479;4318733;"CORE";"2023-06-16";"2023-06-17";"1";1899-12-31 12:47:00;1899-12-31 12:57:00;1899-12-31 13:02:00;266;521;31,5;37,1;"Sunny (0%)";"B";"Y";"N";"Y";2019,60095;6402,6809461459;NA;NA;NA;2;12070;17;66;81;204;440;354;788;688;266;362;352;580;552;741;413;1,16440650302638;0,372610259640637;1310;850;95;372;11;125;0,062181468673;0,1033076172;186,544406019;135,332978532;27,371465134;52,356568712;77,9781933
12069;7;"Sant Carles";375722;4319079;"CORE";"2023-06-16";"2023-06-17";"1";1899-12-31 12:47:00;1899-12-31 12:57:00;1899-12-31 13:02:00;1766;2287;31,5;37,1;"Sunny (0%)";"C";"Y";"N";"Y";2018,67357999999;6658,65986316197;NA;NA;NA;2;12069;10;46;76;57;629;80;167;120;1766;1815;581;139;192;169;104;0,985651765221266;0,216046249202532;552;99;62;471;1;12;0,0263850027479367;0,128077022735507;79,15500824381;70,69851655;34,634018101;65,970035173;0
202309;NA;"Ses Feixes";365216;4309000;"FRONT";"2023-06-13";"2023-06-17";"4";1899-12-31 12:47:00;1899-12-31 12:57:00;1899-12-31 13:02:00;1036;2842;31,5;37,1;"Sunny (0%)";"D";"Y";"Y";"Y";2021,11132999999;10453,5197475435;NA;NA;NA;2;202309;4;7;4;0;1767;27;31;60;1036;1100;1766;19;38;41;36;0,876791143232947;0,0711543211778947;162;17;4;1715;2;12;0,00495733716494567;0,0825557372839506;14,872011494837;13,37402944;0;0;0
12071;13;"Sant Carles";375204;4318657;"CORE";"2023-06-16";"2023-06-17";"1";1899-12-31 14:33:00;1899-12-31 14:46:00;1899-12-31 14:51:00;371;454;32,2;34,8;"Sunny (0%)";"B";"Y";"N";"Y";2019,43323;6152,63223853459;NA;NA;NA;2;12071;28;165;125;246;339;252;585;483;371;777;276;437;502;699;309;1,11594035756743;0,357009343071525;1427;490;114;187;5;115;0,0634781674413333;0,110021433372109;190,434502324;157,000585422;26,338606439;56,209735733;80,573766137
